favorite_count,retweet_count,tweet_id
11203,3220,803773340896923648
0,8689,803692223237865472
12270,4828,803638050916102144
8601,2169,803380650405482500
0,6221,803321560782307329
11207,2887,803276597545603072
10085,2336,802952499103731712
0,3403,802624713319034886
7938,1714,802600418706604034
9959,2926,802572683846291456
18124,6808,802323869084381190
7039,1573,802265048156610565
0,5247,802247111496568832
10132,3040,802239329049477120
0,314,802185808107208704
8608,1992,801958328846974976
1958,275,801854953262350336
9141,2391,801538201127157760
6802,960,801285448605831168
27386,6961,801167903437357056
0,4627,801127390143516673
8992,2429,801115127852503040
778,113,800859414831898624
0,1889,800855607700029440
11701,3214,800751577355128832
14685,3495,800513324630806528
10538,2489,800459316964663297
0,5068,800443802682937345
12456,3265,800388270626521089
0,4581,800188575492947969
17092,2980,800141422401830912
31768,15351,800018252395122689
0,5488,799774291445383169
9390,2506,799757965289017345
8965,2213,799422933579902976
0,6478,799308762079035393
11065,3227,799297110730567681
9058,2863,799063482566066176
14712,5203,798933969379225600
8246,1663,798925684722855936
0,7724,798705661114773508
0,9126,798701998996647937
0,7602,798697898615730177
0,5812,798694562394996736
0,2702,798686750113755136
0,5515,798682547630837760
0,6485,798673117451325440
0,4519,798665375516884993
0,2153,798644042770751489
0,2272,798628517273620480
0,6618,798585098161549313
0,6871,798576900688019456
0,3924,798340744599797760
11548,2954,798209839306514432
13018,3652,797971864723324932
16198,5656,797545162159308800
22328,7726,797236660651966464
256,32,797165961484890113
0,10411,796904159865868288
8564,2198,796865951799083009
13256,3562,796759840936919040
0,8536,796563435802726400
8472,2042,796484825502875648
12334,4861,796387464403357696
0,16628,796177847564038144
36177,16628,796149749086875649
5511,2079,796125600683540480
10139,2813,796116448414461957
9469,2703,796080075804475393
12071,4284,796031486298386433
55683,27728,795464331001561088
11270,3323,795400264262053889
18139,6288,795076730285391872
0,3942,794983741416415232
11492,2697,794926597468000259
0,12014,794355576146903043
10686,3088,794332329137291264
10314,3895,794205286408003585
18910,5711,793962221541933056
10295,2187,793845145112371200
0,3661,793614319594401792
8926,1908,793601777308463104
11953,2786,793500921481273345
27597,10723,793286476301799424
9677,2763,793271401113350145
22350,9714,793256262322548741
11780,3812,793241302385262592
11001,3338,793226087023144960
9997,3301,793210959003287553
17063,6547,793195938047070209
7740,2310,793180763617361921
10478,3238,793165685325201412
6909,1984,793150605191548928
7214,2893,793135492858580992
14202,4551,793120401413079041
16063,4715,792913359805018113
12666,4964,792883833364439040
8209,1963,792773781206999040
15128,4998,792394556390137856
8029,2088,792050063153438720
0,24514,791821351946420224
0,11271,791784077045166082
0,4432,791780927877898241
37818,21156,791774931465953280
13129,3661,791672322847637504
14670,4797,791406955684368384
9841,2963,791312159183634433
0,4858,791026214425268224
11089,2483,790987426131050500
18601,5496,790946055508652032
0,2704,790723298204217344
9158,2203,790698755171364864
22473,8183,790581949425475584
8740,2167,790337589677002753
14081,3732,790277117346975746
0,4190,790227638568808452
10369,2704,789986466051088384
0,4839,789960241177853952
11673,4858,789903600034189313
8448,2080,789628658055020548
7620,2279,789599242079838210
13188,3942,789530877013393408
9615,2666,789314372632018944
0,5747,789280767834746880
10196,3014,789268448748703744
10875,3244,789137962068021249
30653,14409,788908386943430656
30658,12014,788765914992902144
0,8407,788552643979468800
16060,5990,788412144018661376
8100,2488,788178268662984705
6865,1510,788150585577050112
0,3952,788070120937619456
6867,1535,788039637453406209
9717,3540,787810552592695296
11416,3240,787717603741622272
12120,3300,787397959788929025
8726,2032,787322443945877504
0,7798,787111942498508800
29725,9327,786963064373534720
0,2827,786729988674449408
20296,7069,786709082849828864
11957,2996,786664955043049472
10497,3601,786595970293370880
12189,4072,786363235746385920
8930,3352,786286427768250368
17178,5571,786233965241827333
1614,179,786051337297522688
0,8237,786036967502913536
12696,3652,785927819176054784
7489,2130,785872687017132033
8735,2561,785639753186217984
10183,2334,785533386513321988
6800,1477,785515384317313025
8128,1911,785264754247995392
13491,5639,785170936622350336
11310,3712,784826020293709826
10039,2970,784517518371221505
6329,1491,784431430411685888
22513,9374,784183165795655680
33505,12953,784057939640352768
33689,12643,783839966405230592
8209,2269,783821107061198850
11650,3737,783695101801398276
9468,2608,783466772167098368
18908,6441,783391753726550016
0,6533,783347506784731136
32651,13616,783334639985389568
9112,2565,783085703974514689
26949,8521,782969140009107456
8310,1604,782747134529531904
19250,6238,782722598790725632
8694,2184,782598640137187329
18630,6470,782305867769217024
0,7236,782021823840026624
12357,3920,781955203444699136
11634,3129,781661882474196992
4466,1314,781655249211752448
23163,6426,781524693396357120
7973,2961,781308096455073793
9428,2458,781251288990355457
10895,3168,781163403222056960
24192,8536,780931614150983680
8033,2328,780858289093574656
6141,1505,780800785462489090
13525,3839,780601303617732608
7040,2032,780543529827336192
0,4319,780496263422808064
0,136,780476555013349377
5892,1224,780459368902959104
9712,2589,780192070812196864
0,2655,780092040432480260
13723,5815,780074436359819264
21252,8237,779834332596887552
9831,3613,779377524342161408
0,21324,779124354206535695
13206,4207,779123168116150273
16500,5247,779056095788752897
22342,8437,778990705243029504
0,11550,778774459159379968
955,426,778764940568104960
7717,1562,778748913645780993
6430,1729,778650543019483137
5177,1176,778624900596654080
15135,5023,778408200802557953
0,14198,778396591732486144
6515,1271,778383385161035776
11576,3836,778286810187399168
9417,3065,778039087836069888
7320,1885,778027034220126208
0,4080,777953400541634568
7078,1893,777885040357281792
12518,3403,777684233540206592
0,4947,777641927919427584
9742,2910,777621514455814149
15921,4999,777189768882946048
0,15839,776819012571455488
5444,1405,776813020089548800
9858,3249,776477788987613185
0,10673,776249906839351296
33345,18497,776218204058357768
10681,2919,776201521193218049
13102,5068,776113305656188928
2045,179,776088319444877312
0,17621,775898661951791106
13022,3116,775842724423557120
15413,4627,775733305207554048
14361,5302,775729183532220416
8295,3472,775364825476165632
11309,4532,775350846108426240
0,9220,775096608509886464
17281,5488,775085132600442880
9462,2035,774757898236878852
7508,2013,774639387460112384
24167,6478,774314403806253056
11925,4492,773985732834758656
7110,1999,773922284943896577
7317,1891,773704687002451968
5935,1501,773670353721753600
24553,7126,773547596996571136
0,5912,773336787167145985
25846,8640,773308824254029826
10414,3699,773247561583001600
11117,4736,773191612633579521
9555,4501,772877495989305348
8842,2669,772826264096874500
0,3914,772615324260794368
7192,1968,772581559778025472
6665,1612,772193107915964416
4181,1300,772152991789019136
4165,848,772117678702071809
3005,546,772114945936949249
4448,1065,772102971039580160
7298,2181,771908950375665664
13356,3924,771770456517009408
9167,3018,771500966810099713
11746,5912,771380798096281600
0,8705,771171053431250945
10223,3357,771136648247640064
6898,1663,771102124360998913
7032,1782,771014301343748096
5498,1415,770787852854652928
5749,1626,770772759874076672
0,52360,770743923962707968
8130,2013,770655142660169732
6987,2390,770414278348247044
6923,1718,770293558247038976
0,3520,770093767776997377
8385,2651,770069151037685760
34948,11131,769940425801170949
7101,1926,769695466921623552
0,8830,769335591808995329
5980,1969,769212283578875904
16017,7574,768970937022709760
0,3129,768909767477751808
4660,1034,768855141948723200
4580,1382,768609597686943744
5592,1473,768596291618299904
0,6719,768554158521745409
15110,3958,768473857036525572
12157,4080,768193404517830656
5309,1634,767884188863397888
17814,6221,767754930266464257
8295,2688,767500508068192258
13643,4406,767191397493538821
11227,3261,767122157629476866
0,6521,766864461642756096
5650,1565,766793450729734144
2872,438,766714921925144576
4484,918,766693177336135680
6671,1825,766423258543644672
7493,2166,766313316352462849
0,2970,766078092750233600
4765,1003,766069199026450432
4149,571,766008592277377025
8021,2475,765719909049503744
5760,1407,765669560888528897
20539,3127,765395769549590528
7842,2475,765371061932261376
12902,3914,765222098633691136
7099,2029,764857477905154048
6718,1745,764259802650378240
812,61,763956972077010945
14041,4858,763837565564780549
6004,1702,763183847194451968
0,3484,763167063695355904
8163,2602,763103485927849985
13518,4190,762699858130116608
12571,7612,762471784394268675
11503,4839,762464539388485633
5350,1298,762316489655476224
35400,17919,762035686371364864
5992,2310,761976711479193600
0,4535,761750502866649088
4707,979,761745352076779520
55016,33421,761672994376806400
4578,1336,761599872357261312
0,20500,761371037149827077
5792,1669,761334018830917632
4957,1265,761292947749015552
5908,1775,761227390836215808
12482,3952,761004547850530816
4228,1104,760893934457552897
7343,2210,760656994973933572
5485,1481,760641137271070720
8399,4168,760539183865880579
4681,1608,760521673607086080
29618,13140,760290219849637889
4338,995,760252756032651264
6334,2079,760190180481531904
0,38,760153949710192640
6581,2382,759943073749200896
16284,6521,759923798737051648
7433,2265,759846353224826880
6620,2173,759793422261743616
0,24319,759566828574212096
5202,1341,759557299618865152
9418,2827,759447681597108224
1846,561,759446261539934208
6725,2221,759197388317847553
0,1359,759159934323924993
16101,4813,759099523532779520
7227,2302,759047813560868866
3904,1027,758854675097526272
12376,4376,758828659922702336
6339,1824,758740312047005698
4227,1132,758474966123810816
5316,2539,758467244762497024
5756,2204,758405701903519748
3797,1245,758355060040593408
21302,11550,758099635764359168
3001,433,758041019896193024
7613,3710,757741869644341248
0,9299,757729163776290825
5022,1391,757725642876129280
5026,1272,757611664640446465
0,336,757597904299253760
4808,1219,757596066325864448
16743,7759,757400162377592832
6462,2009,757393109802180609
4995,1637,757354760399941633
6923,2271,756998049151549440
7342,2295,756939218950160384
5612,1511,756651752796094464
11506,4169,756526248105566208
4359,1231,756303284449767430
28519,15071,756288534030475264
7114,1738,756275833623502848
8092,3285,755955933503782912
18212,6148,755206590534418437
23446,12621,755110668769038337
0,9193,754874841593970688
7616,2870,754856583969079297
2854,591,754747087846248448
5852,2220,754482103782404096
4147,846,754449512966619136
8655,2670,754120377874386944
9726,4079,754011816964026368
6458,2492,753655901052166144
8731,4071,753420520834629632
6384,2186,753398408988139520
8411,2655,753375668877008896
0,6620,753298634498793472
3758,1191,753294487569522689
41080,24013,753039830821511168
4283,1109,753026973505581056
13970,7798,752932432744185856
7592,1790,752917284578922496
0,3291,752701944171524096
6642,1846,752682090207055872
4878,1794,752660715232722944
6140,2605,752568224206688256
8157,3917,752519690950500352
4238,1263,752334515931054080
0,18963,752309394570878976
6569,2106,752173152931807232
3415,1060,751950017322246144
5770,1530,751937170840121344
6428,2227,751830394383790080
6479,3320,751793661361422336
8699,3440,751598357617971201
4849,1265,751583847268179968
5547,1445,751538714308972544
3516,1127,751456908746354688
13791,6695,751251247299190784
6948,2086,751205363882532864
5610,1480,751132876104687617
5306,1595,750868782890057730
14621,5747,750719632563142656
4934,1316,750506206503038976
14569,4947,750429297815552001
5005,1309,750383411068534784
758,39,750381685133418496
3409,1095,750147208377409536
3990,1440,750132105863102464
4740,1466,750117059602808832
3344,959,750101899009982464
2383,613,750086836815486976
8653,3802,750071704093859840
3444,1011,750056684286914561
3502,703,750041628174217216
2986,888,750026558547456000
3568,1035,750011400160841729
3331,919,749996283729883136
5569,2772,749981277374128128
5114,1493,749774190421639168
6721,1904,749417653287129088
2892,622,749403093750648834
9488,3951,749395845976588288
6076,2509,749317047558017024
6353,2360,749075273010798592
5277,1714,749064354620928000
3425,896,749036806121881602
11235,3759,748977405889503236
6461,2564,748932637671223296
3047,1067,748705597323898880
5213,1814,748699167502000129
4659,1504,748692773788876800
6696,2272,748575535303884801
2411,776,748568946752774144
5735,1413,748346686624440324
8462,4701,748337862848962560
4078,867,748324050481647620
4027,810,748307329658011649
15549,8825,748220828303695873
6397,2444,747963614829678593
7310,2894,747933425676525569
3243,1116,747885874273214464
3084,851,747844099428986880
5346,1316,747816857231626240
1520,179,747651430853525504
14182,6614,747648653817413632
2545,619,747600769478692864
4065,1205,747594051852075008
6110,1803,747512671126323200
4249,1169,747461612269887489
5965,2184,747439450712596480
0,3257,747242308580548608
5792,1791,747219827526344708
3722,1038,747204161125646336
10534,4548,747103485104099331
3168,336,746906459439529985
6593,2429,746872823977771008
5807,1944,746818907684614144
5345,1806,746790600704425984
10520,4432,746757706116112384
6648,2037,746726898085036033
5520,2104,746542875601690625
0,1110,746521445350707200
5094,1226,746507379341139972
6637,1854,746369468511756288
7565,2511,746131877086527488
3904,931,746056683365994496
4437,1207,745789745784041472
7652,2636,745712589599014916
7824,2894,745433870967832576
9412,2768,745422732645535745
7863,3131,745314880350101504
8605,3976,745074613265149952
7945,2585,745057283344719872
3277,716,744995568523612160
8652,3042,744971049620602880
6150,1771,744709971296780288
7443,2412,744334592493166593
131075,79515,744234799360020481
1868,424,744223424764059648
4551,1231,743980027717509120
3999,1087,743895849529389061
0,2387,743835915802583040
4917,1560,743609206067040256
20275,7445,743595368194129920
3863,1066,743545585370791937
8671,4185,743510151680958465
4624,1366,743253157753532416
6792,2164,743222593470234624
4215,1560,743210557239623680
7744,4011,742534281772302336
4878,2245,742528092657332225
7916,4382,742465774154047488
10812,4319,742423170473463808
7457,2266,742385895052087300
4743,1547,742161199639494656
5661,1783,742150209887731712
4982,1698,741793263812808706
8945,3144,741743634094141440
4026,937,741438259667034112
9631,3650,741303864243200000
10997,6247,741099773336379392
10342,3520,741067306818797568
7018,3154,740995100998766593
3736,1062,740711788199743490
3101,888,740699697422163968
19881,7724,740676976021798912
20648,9220,740373189193256964
2727,495,740365076218183684
3610,967,740359016048689152
7335,2220,740214038584557568
21898,6719,739979191639244800
4443,1217,739932936087216128
4138,966,739844404073074688
4185,1547,739623569819336705
5897,1876,739606147276148736
43694,24319,739544079319588864
7887,3309,739485634323156992
75163,52360,739238157791694849
115,6,738891149612572673
4127,1283,738885046782832640
3661,917,738883359779196928
5575,1759,738537504001953792
3599,955,738402415918125056
4727,1360,738184450748633089
9635,3828,738166403467907072
2768,748,738156290900254721
5757,2006,737826014890496000
10943,3904,737800304142471168
5528,1509,737678689543020544
11302,5048,737445876994609152
3953,907,737322739594330112
16040,8329,737310737551491075
4736,1972,736736130620620800
